PRODUCT_TYPE_NAME,PRODUCT_CLASS_NAME,PRODUCT_SUB_CLASS_NAME,PRODUCT_MINOR_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,CURRENT_DISPLAY_PRICE,SWEETNESS_CODE
LIQUOR,BEER,BEER,BEER,CANADA,12757,BOWEN ISLAND - ARTISAN IPA,626990098584,0.355,6,5.5,8.95,NA
LIQUOR,SPIRITS,LIQUEURS,BANANA,NETHERLANDS,128876,CREME DE BANANES - BOLS,80915078264,0.75,1,17,17.99,0
LIQUOR,BEER,BEER,BEER,CANADA,128892,LIGHTHOUSE - RACE ROCKS ALE CAN,895778000112,0.355,6,5.2,12.15,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,129999,OSOYOOS LAROSE - LE GRAND VIN 2010,871610001554,0.75,1,13.5,45,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,130153,NIERSTEINER KABINETT - ST URSULA GOLDEN OKTOBER,4002301437758,0.75,1,9.5,10.99,2
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,130989,PAINTED ROCK - SYRAH 2012,626990105855,0.75,1,14.3,39.9,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,133967,RIESLING SPATLESE - SCHLOSS SCHONBORN ERBACHER MARCOBRUNN 08,4003811083312,0.75,1,10.5,49.98,3
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - MALT,UNITED KINGDOM,134270,GLENFARCLAS - 17 YEAR OLD,5018066174318,0.7,1,43,119.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,AUSTRALIA,135236,CHARDONNAY - THE LITTLE PENGUIN,12354010031,0.75,1,13,11.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,140202,CABERNET SAUVIGNON - WOLF BLASS EAGLEHAWK,98137556651,0.75,1,13.5,11.99,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,CANADA,14142,LA SCALA SPUMANTE,58976070015,0.75,1,7,6.97,3
LIQUOR,SPIRITS,RUM,WHITE,CANADA,1438,CAPTAIN MORGAN,87000150300,1.14,1,40,36.09,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,145763,VIEUX CHATEAU CERTAN 2009,714153085691,0.75,1,13,500,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ITALY,145920,FARNESE FANTINI PINOT GRIGIO,8019873024329,0.75,1,12.5,10.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,146605,MONTAGNY 1ER - LEROY 2006,626990072157,0.75,1,12.5,106.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,147546,BEAUJOLAIS - BOUCHARD AINE,3340180000764,0.75,1,12,15.99,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,149047,TAYLOR FLADGATE - 20 YEAR OLD TAWNY,5013626111291,0.75,1,20,66.99,10
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,150417,CHATEAU DUCRU BEAUCAILLOU 2009,626990144908,0.75,1,13.5,580,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,ITALY,1511,COLLI ALBANI BIANCO - FONTANA DI PAPA,8001333700102,1.5,1,11,13.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,152249,PINOT BLANC - KRUGER RUMPF 09,4024831714109,0.75,1,13,23.79,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,152355,WARRE'S - WARRIOR RESERVE,5010867100336,0.375,1,20,13.49,10
LIQUOR,BEER,BEER,BEER,CANADA,152363,HOWE SOUND - LAGER CAN,855287001512,0.355,6,5.4,11.99,NA
LIQUOR,SPIRITS,VODKA,REGULAR VODKA,SWEDEN,153858,ABSOLUT - RASPBERRI,835229008304,0.75,1,40,26.25,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,154666,PAINTED TURTLE - PINOT GRIGIO,776545659460,1.5,1,12.5,16.69,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,155051,VENETO APPASSIMENTO - MASI CAMPOFIORIN RIPASSO,8002062000068,0.75,1,13.5,21.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,155382,CHATEAU HAUT BAILLY 2009,,0.75,1,13,259,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,PORTUGAL,155390,DOURO - JOSE MARIA DA FONSECA DOMINGOS,600470225004,0.75,1,13.5,16.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,155648,CHATEAU PAVIE DECESSE 2009,,0.75,1,13,350,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,SPAIN,156075,CODORNIU - ANNA DE CODORNIU,8410013261015,0.75,1,12,17.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,SPAIN,156133,NAVARRA BLANCO - CHIVITE COLECCION 125 2007,8410062001341,0.75,1,13,59.99,0
LIQUOR,SPIRITS,COGNAC,COGNAC,FRANCE,157404,HENNESSY - BLACK,81753815554,0.75,1,43,75.92,NA
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,GERMANY,158501,DR. LOOSEN - SPARKLING RIESLING,183103000761,0.75,1,12,18.99,3
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,SAKE,UNITED STATES OF AMERICA,158535,GEKKEIKAN - SAKE,728817199709,1.5,1,14.6,20.99,NA
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE ROSE,FRANCE,158550,LAURENT PERRIER - CUVEE ROSE BRUT,3258438000001,0.75,1,12,99.99,0
LIQUOR,SPIRITS,GIN,GENEVER,NETHERLANDS,1594,BOOMSMA  - YOUNG GENEVER JONGE,791774100620,0.75,1,40,29.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,160127,RIESLING - CLEAN SLATE,750625653012,0.75,1,10.5,14.99,2
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,160358,MERLOT VENEZIE  DONINI,8000160615214,1,1,11.1,9.95,0
LIQUOR,BEER,BEER,BEER,CANADA,164046,WHISTLER - WHISKEY JACK ALE,626990102915,0.33,6,5,12.25,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,164368,COPPER MOON - MALBEC,48162013094,0.75,1,14,9.69,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,164616,PELLER ESTATES - PROPRIETORS RESERVE CABERNET SAUVIGNON,48162013377,0.75,1,12.5,8.89,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,164681,ROAD 13 - STEMWINDER 11/12,626990081371,0.75,1,14.2,17.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE ROSE,PORTUGAL,166,MATEUS ROSE,5601012011500,0.75,1,11,9.99,2
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,166017,LATRICIERES CHAMBERTIN - DOM FAIVELEY 11/12,3351000751117,0.75,1,13,210,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,166579,CHATEAUNEUF DU PAPE - CLOS DE L ORATOIRE LES CHOREGIES 07,714320142608,0.75,1,14.5,83.93,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,166645,CHATEAUNEUF DU PAPE - PIERRE USSEGLIO CUVEE DE MON AIEUL 09,626990059943,0.75,1,14.5,124.96,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,167593,BAROLO - MICHELE CHIARLO TORTONIANO 07/09,8002365041706,0.75,1,13.4,59.95,0
LIQUOR,SPIRITS,LIQUEURS,WHISKY,CANADA,169961,SORTILEGE - CANADIAN WHISKY & MAPLE SYRUP,57496522486,0.75,1,30,34.99,NA
LIQUOR,SPIRITS,CANADIAN WHISKY,CANADIAN RYE WHISKY,CANADA,169987,SPICEBOX - SPICED,57496003770,0.75,1,35,27.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,170266,CHATEAU BELLEVUE LA RANDEE 10/11,3380820529378,0.75,1,14,25.49,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,171512,GEHRINGER - EHRENFELSER 12/13,623871010079,0.75,1,10,14.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,172452,BRUNELLO DI MONTALCINO - PIERI AGOSTINA 07/08,8053013941039,0.75,1,13,59.95,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,VERMOUTH,ITALY,17889,MARTINI - ROSSO,570208103,0.5,1,15,7.99,7
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,179309,SANCERRE - DOMAINE VACHERON 11/12,3458965723910,0.75,1,13,39.96,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,SPAIN,180067,FREIXENET - CARTA NEVADA BRUT,33293004509,0.2,1,12,4.75,1
LIQUOR,WINE,WINE - GIFT PACKS,WINE - GIFT PACKS ALL,SPAIN,180943,FREIXENET - MINI TRI-PACK,8410036803919,0.2,3,12,13.49,NA
LIQUOR,SPIRITS,AMERICAN WHISKY,AMERICAN WHISKY,UNITED STATES OF AMERICA,182931,JACK DANIEL'S - OLD #7 TENNESSEE SOUR MASH,82184080894,1.75,1,40,66.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,186304,CLOS DU MARQUIS 2010,3277034837200,0.75,1,13,100,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,186346,CHATEAU LA CONSEILLANTE 2010,3277036125800,0.75,1,13,350,0
LIQUOR,BEER,BEER,BEER,MEXICO,186510,CORONA EXTRA,1064102150,0.33,6,4.6,13.29,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,18721,SARGET DU CHATEAU GRUAUD LAROSE 2010,3277034837507,0.75,1,13,28,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,187211,CHATEAU SMITH HAUT LAFITTE BLANC 2010,3438020110329,0.75,1,13.5,178,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,189134,RIESLING - EXPORT UNION PIESPORTER TREPPCHEN,85697757598,0.75,1,9,13.99,3
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,189738,CABERNET SAUVIGNON - BERINGER NAPA PRIVATE RESERVE 07/09,89819006793,0.75,1,13.8,149.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,191411,CABERNET SAUVIGNON - CAKEBREAD CELLARS NAPA 09/10,84692479146,0.75,1,13.9,99.95,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,19166,G.S.M. - GRANT BURGE HOLY TRINITY BAROSSA 10/11,738986011115,0.75,1,14,39.99,0
LIQUOR,SPIRITS,COGNAC,COGNAC,FRANCE,191692,COURVOISIER - 21 YEAR OLD GRANDE CHAMPAGNE,80686972013,0.75,1,40,349.99,NA
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,UNITED STATES OF AMERICA,195529,SCHRAMSBERG - BLANC DE BLANCS 09/10,19855112004,0.75,1,12.8,39.99,1
LIQUOR,SPIRITS,VODKA,REGULAR VODKA,FRANCE,196626,PINNACLE,89708465427,0.75,1,40,23.75,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,199927,COPPER MOON - MERLOT,48162012837,0.75,1,12.5,9.69,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,199968,SHIRAZ - WYNDHAM ESTATE LANGHORNE CREEK G WYNDHAM FOUNDERS10,9300727007438,0.75,1,14.2,18.99,0
LIQUOR,BEER,BEER,BEER,CANADA,200303,PHILLIPS - BOTTLE ROCKET INDIA SESSION ALE,626990122111,0.355,6,5,11.85,NA
LIQUOR,SPIRITS,RUM,AMBER,JAMAICA,200436,APPLETON ESTATE - RESERVE,636191113405,0.75,1,40,31.95,NA
LIQUOR,SPIRITS,VODKA,REGULAR VODKA,CANADA,201459,POTTER'S,776555100808,1.75,1,40,55.41,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,202002,BAROLO - MASSOLINO 2010,819724000865,0.75,1,14.5,66.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,204016,NUITS ST GEORGES - DOM GACHOT MONOT AUX CROTS 2010,3760163357041,0.75,1,13,59.99,0
LIQUOR,SPIRITS,COGNAC,COGNAC,FRANCE,20412,REMY MARTIN - V.S.,87236001704,0.75,1,40,59.93,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SOUTH AFRICA,204651,SHIRAZ - JUNO,6009806160011,0.75,1,14,12.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,205021,SANTENAY - LEROY 2009,626990143390,0.75,1,13,169.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,20503,FIXIN - LEROY 2009,626990143406,0.75,1,13,169.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ARGENTINA,205351,MALBEC - NORTON BARREL SELECT,7792319677792,0.75,1,14.3,14.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,211029,COTES DE GASGOGNE - TARIQUET CLASSIC,3359880100018,0.75,1,13,14.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SPAIN,2113,RIBERA DEL DUERO - PINGUS 09/10,8437011601070,0.75,1,15.5,1188,0
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - MALT,UNITED KINGDOM,211698,GLENLIVET - 12 YEAR OLD,80432400623,0.375,1,40,29.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,214684,PAINTED TURTLE - SHIRAZ,776545659361,1.5,1,12.5,16.69,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,AUSTRALIA,217661,SHIRAZ - SHINAS THE GUILTY VICTORIA 10/12,872061000394,0.75,1,15.5,25.99,0
LIQUOR,BEER,BEER,BEER,BELGIUM,219261,DUPONT - SAISON DUPONT VIEILLE PROVISION,5410702000317,0.75,1,6.5,7.2,NA
LIQUOR,SPIRITS,LIQUEURS,EGG,NETHERLANDS,219519,ADVOCAAT - WARNINK,3786521591803,0.75,1,17.2,26.94,NA
LIQUOR,BEER,BEER,BEER,BELGIUM,219600,DUPONT - MOINETTE BLONDE,5410702000119,0.75,1,8.5,7.8,NA
LIQUOR,SPIRITS,LIQUEURS,WHISKY,UNITED STATES OF AMERICA,221861,SOUTHERN COMFORT - FIERY PEPPER,88544000519,0.75,1,35,17.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,221887,FUME BLANC - ROBERT MONDAVI NAPA 10/11,86003351868,0.75,1,14,19.99,0
LIQUOR,SPIRITS,OTHER SPIRITS,READY TO MIX COCKTAILS,CANADA,223495,LONG ISLAND ICED TEA - ICE BOX,48415100045,1.14,1,38,29.99,NA
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - BLEND,UNITED KINGDOM,227470,KUCHH NAI,5028349850099,0.75,1,40,27.95,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,GREECE,231290,FLORINA XINOMAVRO - ALPHA ESTATE HEDGEHOG VINEYARD 2008,5205243308325,0.75,1,13.5,28.92,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,232793,CABERNET SAUVIGNON - CHATEAU STE MICHELLE COLUMBIA VLY 12,88586601835,0.75,1,13,24.99,0
LIQUOR,SPIRITS,TEQUILA,TEQUILA,MEXICO,233742,SAUZA - GOLD,80686831037,1.14,1,40,39.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,234617,ZINFANDEL - FETZER VALLEY OAKS,82896700127,0.75,1,13.5,14.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,234849,MONTLOUIS SUR LOIRE - TAILLE AUX LOUPS LES DIX ARPENTS 11,626990132271,0.75,1,13,27.99,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,SPAIN,241513,FREIXENET - CORDON NEGRO BRUT,88601003514,0.2,3,12,13.49,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,241935,SAWMILL CREEK - RIESLING,63657000823,0.75,1,11,8.89,2
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,244095,INNISKILLIN OKANAGAN - RIESLING 2012,63657030240,0.75,1,12.5,11.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,247759,COTES CATALANES GRENACHE - SHATTER 2010,848656000025,0.75,1,15,39.95,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,AUSTRALIA,248088,TRAMINER RIESLING - SHOT IN THE DARK,9337739000249,0.75,1,12,13.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,248153,SAWMILL CREEK - CHARDONNAY,63657000700,0.75,1,12.5,8.69,0
LIQUOR,WINE,TABLE WINE,TABLE WINE ROSE,UNITED STATES OF AMERICA,249656,WHITE ZINFANDEL - WOODBRIDGE,86003841857,0.75,1,10,9.79,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,252718,COLUMBIA VALLEY RED - 14 HANDS HOT TO TROT,88586004483,0.75,1,13.5,16.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,25288,CHABLIS GRAND CRU LES CLOS -DOMAINE WM FEVRE 10/11,3443620006064,0.75,1,13,109,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,256388,CHARDONNAY - BENZIGER SONOMA COUNTY 2011,785774000219,0.75,1,13.8,23.99,0
LIQUOR,BEER,BEER,BEER,CANADA,257006,VANCOUVER ISLAND - ISLANDER LAGER CAN,620097001270,0.355,8,5,12.75,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,259564,SAWMILL CREEK - CABERNET SAUVIGNON,63657000748,0.75,1,12.5,8.89,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,SOUTH AFRICA,260646,CHENIN BLANC - SPIER 21 GABLES TYGERBERG 2011,819457001047,0.75,1,14,28.89,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,26252,SAVIGNY LES BEAUNE 1ER LES NARBANTONS - DOMAINE LEROY 2009,626990130598,0.75,1,13,888.99,0
LIQUOR,SPIRITS,VODKA,REGULAR VODKA,SWEDEN,265199,ABSOLUT,835229000209,0.375,1,40,13.24,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,NEW ZEALAND,26567,PINOT GRIGIO - OYSTER BAY HAWKES BAY 2014,9415549816622,0.75,1,12,19.99,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,UNITED STATES OF AMERICA,265678,MUMM  NAPA - BRUT PRESTIGE,87000104310,0.75,1,12.5,25.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,266668,RUCHE CASTAGNOLE MONFERRATO - GATTO PIERFRANCESCO CAR 11/12,626990137702,0.75,1,14.8,29.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,GERMANY,26781,RIESLING AUSLESE - SCHLOSS JOHANNISBERG ROSALACK 2006,4007730474701,0.375,1,8,97.97,8
LIQUOR,SPIRITS,LIQUEURS,ANISE / LICORICE,TURKEY,269241,YENI RAKI - MEY,8697530200011,0.35,1,45,19.9,NA
LIQUOR,SPIRITS,OTHER SPIRITS,READY TO MIX COCKTAILS,CANADA,271445,MARGARITA - POTTER'S,776555450705,1.14,1,38,29.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,273128,SUMAC RIDGE - PRIVATE RESERVE CHARDONNAY UNOAKED 12/13,778876014116,0.75,1,13.5,13.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,275552,CHARDONNAY - RODNEY STRONG SONOMA CHALK HILL 10/11,87512923256,0.75,1,14.3,26.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE ROSE,ARGENTINA,280248,FRIZZANTE ROSE - FINCA LOS PRIMOS,7790703001598,0.75,1,11,11.99,4
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,FRANCE,280461,MOET & CHANDON - DOM PERIGNON 2004,3185370485484,0.75,1,12,221.95,0
LIQUOR,SPIRITS,GIN,FLAVOURED GIN,UNITED KINGDOM,282277,PIMMS - NO. 1 CUP,622153621040,0.75,1,25,25.99,NA
LIQUOR,BEER,BEER,BEER,CANADA,282558,MOLSON - CANADIAN 67 CAN,,0.355,12,3,22.49,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,282780,MUSCADET SEVRE ET MAINE - LOBSTER AND SHRIMP,3035131118277,0.75,1,12,15.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SPAIN,283515,TORO GRAN RESERVA - LIBERALIA LIBER 2004,8437002959142,0.75,1,15,84.99,0
LIQUOR,SPIRITS,LIQUEURS,STRAWBERRY,FRANCE,284000,PURE FOLIE,3055150000674,0.5,1,31,59.92,NA
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,284216,GRAHAM - 20 YEAR OLD TAWNY,5010867410329,0.75,1,20,69.99,10
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,FRANCE,284372,ROSES DE JEANNE - BLANC DE BLANCS LEIU DIT LA BOLOREE 2009,626990083771,0.75,1,12.5,189.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,285585,VALPOLICELLA CLASSICO - MASI BONACOSTA,8002062000037,0.75,1,12,16.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,285775,LE CLOS JORDANNE - CHARDONNAY CLAYSTONE TERRACE 2010,871601003192,0.75,1,14,30,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,AUSTRALIA,286898,CHARDONNAY - JACOB'S CREEK,9300727406316,0.75,1,12.8,11.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,NEW ZEALAND,288795,CHARDONNAY - STONELEIGH MARLBOROUGH,9414505990000,0.75,1,14,15.99,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,289603,TAYLOR FLADGATE - LATE BOTTLED VINTAGE 07/08,5013626111277,0.75,1,20,25.99,10
LIQUOR,SPIRITS,TEQUILA,TEQUILA,MEXICO,291237,DON JULIO - ANEJO 1942,674545000322,0.75,1,40,149.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,FRANCE,2915,CHABLIS 1ER VAULORENT - DOM WM FEVRE 08/10,3443620004428,0.75,1,13,69.99,0
LIQUOR,SPIRITS,LIQUEURS,WHISKY,UNITED STATES OF AMERICA,293068,SOUTHERN COMFORT,88544016787,0.375,1,35,13.99,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,UNITED STATES OF AMERICA,295055,CHARDONNAY - FERRARI CARANO SONOMA 12,742651107195,0.75,1,13.9,36.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,SPAIN,296426,CAMPO DE BORJA GARNACHA - BORSAO,8412423120036,0.75,1,13.5,14.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,297234,LANGUEDOC TERRASSESS DU LARZAC - LA PEIRA 10/11,808755009930,0.75,1,14.5,119.97,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,30015,MOULIN A VENT - CHATEAU DE BEAUREGARD LA SALOMINE 08,3760043994724,0.75,1,13,27.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,NEW ZEALAND,300368,SAUVIGNON BLANC - WHITEHAVEN MARLBOROUGH 12/13,9418579070019,0.75,1,12.5,19.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,ITALY,30163,LAMBRUSCO REGGIANO FRIZZANTE - LINI 910 LABRUSCA,8005683000257,0.75,1,11,19.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,FRANCE,303081,BERGERAC - CHATEAU HAUT PERTHUS,3579933116487,0.75,1,13.5,10.47,0
LIQUOR,BEER,BEER,BEER,CANADA,303123,WOLF - RANNOCH SCOTCH ALE,626990154303,0.65,1,6,5.85,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CHILE,303982,SAUVIGNON BLANC - SAN PEDRO GATO BLANCO,7804300010751,1.5,1,12,15.99,0
LIQUOR,WINE,APERITIF  DESSERT AND FORTIFIED WINE,PORT,PORTUGAL,304527,SMITH WOODHOUSE - LATE BOTTLED VINTAGE 00/01,5010867504943,0.75,1,20,38.99,7
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,CANADA,306027,NAKED GRAPE - MERLOT,63657014066,0.75,1,12.5,9.69,1
LIQUOR,SPIRITS,CANADIAN WHISKY,CANADIAN RYE WHISKY,CANADA,3095,SCHENLEY - GOLDEN WEDDING,683899104020,0.375,1,40,11.87,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,PORTUGAL,309906,MINHO BRANCO - QUINTA DO AMEAL ESCOLHA 2011,626990157557,0.75,1,11.5,29.99,0
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,FRANCE,31286,CHARLES HEIDSIECK - BRUT RESERVE,3037900002787,0.75,1,12,69.99,1
LIQUOR,WINE,SPARKLING WINE,SPARKLING WINE WHITE,CANADA,313106,BENJAMIN BRIDGE NOVA SCOTIA METHODE CLASSIQUE BRUT 09,695555000287,0.75,1,11,49.97,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,314575,CABERNET SAUVIGNON - STERLING NAPA 11/12,5010103913379,0.75,1,14.2,29.99,0
LIQUOR,SPIRITS,GIN,FLAVOURED GIN,CANADA,318196,GILBEYS - LEMON GIN COLLINS,776103000451,0.75,1,27,24.99,NA
LIQUOR,SPIRITS,SCOTCH WHISKY,SCOTCH - BLEND,UNITED KINGDOM,3186,BALLANTINE'S - FINEST,5010106111833,1.14,1,40,37.49,NA
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,320051,CALIFORNIA RED - ORIN SWIFT ABSTRACT 2012,626990121572,0.75,1,15.7,39.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,CANADA,321604,GRAY MONK - RIESLING 2012,778829111237,0.75,1,12,15.99,1
LIQUOR,WINE,TABLE WINE,TABLE WINE RED,UNITED STATES OF AMERICA,321869,PINOT NOIR - PAUL HOBBS CROSS BARN SONOMA COAST 2012,897941000271,0.75,1,14.2,49.99,0
LIQUOR,WINE,TABLE WINE,TABLE WINE WHITE,AUSTRALIA,321943,CHARDONNAY - PENFOLDS KOONUNGA HILL,12354071339,0.75,1,13,15.99,0
LIQUOR,SPIRITS,AMERICAN WHISKY,AMERICAN WHISKY,UNITED STATES OF AMERICA,326009,KNOB CREEK - 9 YEAR OLD BOURBON SMALL BATCH,80686016403,0.75,1,50,49.95,NA
